MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21211599,628000.0,85716,-110.9212,32.226632,0.53,8699.0,1948,3,3.0,3262.0,1.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete, Mexican Tile",0.0
21207050,620000.0,85755,-110.98873,32.436466,0.75,5752.07,2006,3,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",40.0
21209379,650000.0,85750,-110.862457,32.329681,0.95,6363.0,1992,4,4.0,3778.0,3.0,"Dishwasher, Garbage Disposal, Oven",2.0,Natural Stone,40.0
21215567,625000.0,85755,-110.986122,32.426553,0.69,5857.68,2001,3,4.0,3334.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Concrete",41.0
21223844,599000.0,85718,-110.876564,32.272681,0.0,6096.0,2004,4,3.0,3002.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",0.0,"Carpet, Ceramic Tile, Wood",63.0
21220278,640000.0,85718,-110.877299,32.274458,0.42,6427.0,2002,5,4.0,3564.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",63.0
21304402,615000.0,85755,-110.989564,32.426101,0.84,5397.28,2002,4,3.0,3338.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile, Natural Stone",13.0
21304650,620000.0,85750,-110.867043,32.295403,0.74,3478.75,1980,4,3.0,3109.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Mexican Tile, Natural Stone, Other",18.0
21307662,600000.0,85742,-111.018713,32.394126,1.13,4720.0,2005,4,4.0,3476.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",53.0
21316815,610000.0,85742,-111.021948,32.396098,3.3,6955.0,2005,5,3.0,3531.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,Ceramic Tile,0.0
21221525,630000.0,85658,-111.089826,32.459014,0.59,8822.15,2005,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Microwave",1.0,"Carpet, Ceramic Tile",90.0
21319173,592005.0,85715,-110.853638,32.254824,0.87,5140.0,1965,4,4.0,3039.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Other",79.0
21320537,627500.0,85750,-110.867867,32.325024,0.95,5439.0,1998,4,3.0,3037.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Ceramic Tile",40.0
21304508,650000.0,85737,-110.964806,32.407289,0.46,2042.21,2013,3,3.0,3350.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Concrete",75.0
21307898,635000.0,85704,-110.954241,32.381589,0.98,6265.0,1989,4,4.0,3494.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,Ceramic Tile,25.0
21323619,620000.0,85718,-110.900167,32.301577,1.62,3571.01,1980,4,4.0,3501.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile, Natural Stone, Wood",0.0
21305179,632500.0,85739,-110.904486,32.525489,0.21,4231.32,2002,3,3.0,3413.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",140.0
21327009,595000.0,85658,-111.053373,32.420223,0.44,5857.4,2006,3,2.0,2350.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Concrete,149.0
21329985,627500.0,85739,-110.894775,32.535873,0.21,5562.13,2001,3,3.0,3408.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",140.0
21317130,580000.0,85745,-111.06079,32.233658,0.47,6038.08,2003,4,4.0,3606.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,Ceramic Tile,55.0
21328540,595000.0,85715,-110.84645,32.260804,0.34,7354.36,1980,4,4.0,3417.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",2.0,Wood,79.0
21708922,635000.0,85737,-110.96524,32.40816,0.38,7055.72,2014,3,3.0,2707.0,2.0,"Dishwasher, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",75.0
21722086,612500.0,85749,-110.732494,32.242263,0.56,4278.19,1972,5,5.0,3613.0,0.0,"Dishwasher, Gas Range",1.0,"Carpet, Ceramic Tile",6.0
21705829,630000.0,85749,-110.729097,32.250546,0.9,6702.05,2002,4,4.0,4772.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",0.0
21706971,664000.0,85750,-110.870961,32.311973,0.94,5726.52,1975,4,3.0,3415.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",43.0
21720443,640000.0,85750,-110.818532,32.269323,0.83,5939.38,2008,4,5.0,4050.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",0.0,"Carpet, Ceramic Tile",0.0
21723040,640000.0,85718,-110.956485,32.331705,0.79,4952.68,1970,3,3.0,2574.0,2.0,"Dishwasher, Double Sink, Electric Range, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Natural Stone, Wood",0.0
21723357,625000.0,85719,-110.942311,32.232593,0.33,5824.09,1937,3,4.0,2691.0,0.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless",2.0,"Ceramic Tile, Concrete, Wood",0.0
21727632,620000.0,85750,-110.811321,32.273628,3.31,7079.87,1978,4,3.0,3117.0,10.0,"Desk, Double Sink, Electric Range, Island, Lazy Susan, Pantry: Closet, Appliance Color: White, Microwave: Over Range, Oven: Double Wall Oven",2.0,"Ceramic Tile, Mexican Tile, Wood",0.0
21710494,660000.0,85750,-110.844441,32.326723,0.67,8716.52,1997,3,3.0,3194.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2.0,"Ceramic Tile, Natural Stone, Wood",142.0
21728132,625000.0,85737,-110.947398,32.41404,0.97,7339.3,1995,5,3.0,3590.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Under Counter",2.0,"Carpet, Ceramic Tile",83.0
21725493,575000.0,85749,-110.78898,32.301375,0.93,5837.57,1997,6,4.0,3617.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Water Purifier",1.0,"Carpet, Ceramic Tile",99.0
21800513,650000.0,85750,-110.866229,32.296798,0.7,6319.51,1994,5,3.0,3220.0,3.0,"Dishwasher, Garbage Disposal",2.0,"Carpet, Ceramic Tile",30.0
21802785,637500.0,85750,-110.864169,32.311071,0.97,3741.43,1977,3,3.0,2853.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: built in, Oven: wall",2.0,"Carpet, Concrete",44.0
21730194,615000.0,85658,-111.054774,32.41704,0.0,6030.93,2008,3,3.0,2492.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: Wolf, Oven: Wolf",1.0,Concrete,44.0
21808933,640000.0,85718,-110.942298,32.319138,0.96,5006.35,1980,3,4.0,3049.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1.0,"Ceramic Tile, Other: Porcelain Wood Tile",15.45
21728093,615000.0,85749,-110.79839,32.299579,1.92,4037.35,1984,6,5.0,4912.0,3.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: granite",1.0,"Carpet, Ceramic Tile",0.0
21810091,640000.0,85718,-110.90985,32.312222,0.11,5765.57,2009,3,3.0,3024.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: Advantium, Oven: Dacor",0.0,"Carpet, Ceramic Tile",155.0
21815487,630000.0,85718,-110.949841,32.299854,1.77,4639.0,1987,3,3.0,2746.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Stainless Steel",2.0,"Carpet, Ceramic Tile",7.0
21811887,640000.0,85718,-110.894738,32.316521,0.79,8018.82,1994,5,4.0,3962.0,3.0,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: White, Microwave: Built In, Oven: Built In",2.0,"Carpet, Ceramic Tile",110.0
21803298,625000.0,85641,-110.672481,32.09424,1.68,7001.61,2004,3,3.0,2982.0,3.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Double",1.0,Natural Stone,88.33
21817323,620000.0,85704,-110.995684,32.330267,0.79,6804.97,2008,4,3.0,2960.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Warming Drawer, Wet Bar, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Carpet, Natural Stone",0.0
21823792,635000.0,85718,-110.952997,32.312168,0.73,5973.0,1990,4,3.0,3647.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Black, Countertops: granite, Oven: wall",3.0,"Carpet, Ceramic Tile, Natural Stone",5.0
21817606,650000.0,85622,-111.038904,31.791327,0.95,5188.39,2010,3,3.0,2795.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2.0,Natural Stone,90.0
21816930,637000.0,85718,-110.93073,32.286121,1.0,4627.7,1955,4,4.0,3256.0,2.0,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Pantry: Closet, Prep Sink, Refrigerator, Countertops: Quartz, Microwave: Stainless Steel, Oven: Stainless Steel",2.0,"Carpet, Wood",0.0
21823325,650000.0,85701,-110.972163,32.210154,0.12,5797.17,2005,3,2.0,2436.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Appliance Color: Stainless, Countertops: concrete, Oven: stainless high-end",1.0,Concrete,0.0
21824461,660000.0,85719,-110.942301,32.238146,0.16,5778.5,2001,4,3.0,2377.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Countertops: Granite, Microwave: ., Oven: .",1.0,"Concrete, Wood",0.0
21817496,650000.0,85737,-111.011146,32.420741,0.39,8207.47,2015,5,4.0,4114.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: multiple wall ovens",0.0,"Carpet, Ceramic Tile",83.33
21822416,635000.0,85755,-110.986045,32.430909,0.59,6513.25,1998,3,3.0,2586.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave",2.0,"Carpet, Ceramic Tile",39.0
21823711,620000.0,85755,-110.978894,32.456688,0.35,8052.91,2005,5,4.0,3991.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Monogram, Oven: GE Convection",2.0,"Carpet, Ceramic Tile",80.0
21830084,650000.0,85715,-110.850399,32.25659,0.47,4417.01,1957,3,4.0,2404.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Concrete, Microwave: stainless built in, Oven: oven / range",3.0,Ceramic Tile,48.0
21830195,635000.0,85739,-110.860551,32.539699,0.21,4456.14,2005,3,3.0,2782.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Oven: .",0.0,"Carpet, Ceramic Tile",199.0
21903623,635000.0,85737,-110.976785,32.390409,0.85,5216.68,1959,4,3.0,2717.0,0.0,"Dishwasher, Double Sink, Refrigerator, Appliance Color: Stainless",1.0,Other: Polished Brick,75.0
21900932,640000.0,85705,-110.964542,32.235187,0.25,3126.0,1918,4,3.0,2585.0,0.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Pantry: Butler, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Oven: Stainless",1.0,Ceramic Tile,0.0
21819441,635000.0,85750,-110.870361,32.281699,1.05,5265.27,1988,4,3.0,4118.0,2.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: ., Oven: Double Ovens",2.0,"Carpet, Natural Stone, Wood",34.0
21829650,606250.0,85718,-110.887753,32.296709,1.76,4531.01,1972,3,3.0,3238.0,2.0,"Gas Range, Island",1.0,"Ceramic Tile, Concrete",5.0
21902542,630000.0,85750,-110.869015,32.322501,0.44,5788.73,2000,4,4.0,3284.0,3.0,"Dishwasher, Double Sink, Electric Range, Island, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Yes, Oven: Yes",2.0,"Carpet, Ceramic Tile, Natural Stone",58.0
21900050,645000.0,85718,-110.93363,32.338631,0.8,6607.0,1988,3,3.0,3453.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: GE Profile",2.0,"Carpet, Ceramic Tile",100.0
21829390,630000.0,85739,-110.861442,32.549506,0.36,4645.48,2013,2,3.0,2635.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: .",0.0,Ceramic Tile,170.0
3047540,610000.0,85614,-111.002544,31.840061,1.7,3800.0,2007,3,,3512.0,3.0,,,,0.0
21909013,595000.0,85718,-110.956903,32.31992,0.68,6162.83,1985,4,3.0,3695.0,3.0,"Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Wet Bar, Countertops: Tile, Oven: Double",3.0,"Carpet, Ceramic Tile, Mexican Tile, Wood",5.0
21908845,655000.0,85750,-110.841822,32.310712,1.01,5651.83,1989,4,3.0,2932.0,2.0,"Dishwasher, Electric Range, Garbage Disposal, Lazy Susan, Refrigerator, Reverse Osmosis, Countertops: Caesar Stone, Microwave: Included, Oven: Included",2.0,"Carpet, Ceramic Tile, Laminate",0.0
21829193,637500.0,85704,-110.964758,32.338115,0.65,4932.94,1987,3,3.0,3522.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Oven: Double",1.0,"Carpet, Natural Stone, Other: Tile/Powder Rm",0.0
21911568,650000.0,85718,-110.948254,32.319479,0.49,6103.61,1990,4,3.0,3273.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: yes, Oven: yes",2.0,"Carpet, Wood",6.0
21911168,630000.0,85718,-110.954762,32.340116,0.85,4815.0,1974,4,4.0,3204.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Closet, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1.0,Other: Porcelain,4.17
21902186,620000.0,85745,-111.055711,32.306036,1.94,6269.12,2007,4,3.0,3480.0,3.0,"Dishwasher, Electric Range, Pantry: Walk-In, Refrigerator, Countertops: Corian, Microwave: Stainless Steel, Oven: Stainless Steel",1.0,"Carpet, Ceramic Tile",0.0
21909187,580000.0,85755,-110.964851,32.443329,0.3,5572.71,2013,4,3.0,3285.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Microwave: Whirlpool, Oven: Whirlpool",0.0,Ceramic Tile,150.0
21911732,650000.0,85742,-111.020192,32.387199,3.31,6533.23,2006,4,3.0,3457.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: Double",1.0,Natural Stone,0.0
21914536,620000.0,85749,-110.751144,32.250303,1.0,5603.77,2007,4,4.0,3324.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator",0.0,"Carpet, Ceramic Tile",95.0
21826626,600000.0,85718,-110.884508,32.32333,1.27,8300.0,1987,4,4.0,4207.0,2.5,"Compactor, Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Almond, Countertops: Corian",1.0,"Carpet, Ceramic Tile, Vinyl, Other: Parquet",258.0
21910459,630000.0,85718,-110.928052,32.309662,1.16,7993.0,1982,4,4.0,4341.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Granite, Microwave: Black, Oven: Cooktop",4.0,"Carpet, Mexican Tile",4.0
21913116,620750.0,85737,-111.006053,32.415917,0.51,5814.02,2001,4,4.0,3323.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",1.0,"Carpet, Ceramic Tile",17.0
21831546,598975.0,85718,-110.866974,32.300098,0.85,4379.09,1985,4,3.0,3047.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Water Purifier, Countertops: granite, Microwave: above stove/oven, Oven: electric/gas stove",1.0,Ceramic Tile,34.0
21919781,650000.0,85745,-110.986509,32.218458,0.09,3566.21,2007,2,3.0,1780.0,0.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless built in",0.0,Concrete,99.0
21917462,624000.0,85704,-110.988645,32.330616,0.86,6812.12,2003,3,4.0,3222.0,3.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: wall, Oven: wall",2.0,Mexican Tile,0.0
21920292,650000.0,85737,-111.00244,32.415263,0.4,6005.94,1999,4,3.0,3539.0,2.5,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: built-in, Oven: double",2.0,"Wood, Other: porcelain tile",17.0
21528287,632000.0,85658,-111.089596,32.459727,0.91,7811.0,2005,4,3.0,3052.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Ceramic Tile",82.0
21508526,607000.0,85718,-110.943641,32.328407,0.83,4469.0,1994,5,4.0,3279.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",45.0
21730279,640000.0,85750,-110.859229,32.317073,0.77,6566.49,1992,4,3.0,3211.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Microwave: Microwave, Oven: Oven",1.0,"Carpet, Mexican Tile",47.0
21917643,630000.0,85750,-110.866212,32.327803,0.85,5355.67,1999,4,3.0,2903.0,3.0,"Dishwasher, Double Sink, Electric Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in",1.0,"Carpet, Ceramic Tile",55.0
21401574,615000.0,85739,-110.896724,32.53208,0.19,4331.34,2005,3,3.0,2803.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",148.0
21417129,649900.0,85745,-111.031256,32.256925,3.29,3375.33,2014,4,4.0,3673.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Ceramic Tile",0.0
21414150,645000.0,85739,-110.857585,32.550826,0.33,4448.94,2006,3,4.0,3553.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",140.0
21430060,622000.0,85718,-110.933837,32.332622,1.1,5110.97,1999,5,4.0,3487.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",0.0
21502407,635000.0,85755,-110.975535,32.425736,1.29,7153.0,1998,4,4.0,3584.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",35.0
21517931,640000.0,85749,-110.730037,32.301395,3.31,4915.92,2006,5,3.0,3318.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",0.0
21513986,615000.0,85737,-110.948495,32.400219,0.48,9895.47,2004,3,3.0,3046.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",75.0
21528006,625000.0,85718,-110.927574,32.341858,1.0,5150.09,1986,4,3.0,3368.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Mexican Tile",100.0
21501674,640000.0,85718,-110.903189,32.323772,1.13,4520.41,1977,4,4.0,3366.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Wood",0.0
21602739,631000.0,85749,-110.794018,32.253704,0.61,6145.97,1997,5,4.0,4010.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Concrete, Wood, Other",141.0
21609262,625000.0,85750,-110.812505,32.27526,0.5,5773.0,1984,5,4.0,4010.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Concrete, Natural Stone, Wood, Other",59.0
21611774,635000.0,85658,-111.068943,32.435012,0.23,7457.61,2013,4,3.0,2777.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Ceramic Tile,119.0
21622662,600000.0,85718,-110.932454,32.303437,1.18,5336.44,2001,4,4.0,2872.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Wood",0.0
21704404,600000.0,85716,-110.92468,32.222501,0.96,5102.08,1954,4,3.0,3774.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Concrete, Mexican Tile",0.0
21229233,623000.0,85641,-110.658691,32.08999,3.4,6467.0,2006,4,5.0,4380.0,3.0,"Dishwasher, Oven",2.0,"Carpet, Natural Stone, Wood",65.0
21314134,650000.0,85750,-110.864059,32.319786,0.94,6340.19,1994,5,3.0,3523.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",35.0
21307490,607000.0,85718,-110.892318,32.317141,0.92,5066.64,1964,7,5.0,5006.0,6.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Natural Stone, Wood",21.0
21322953,625000.0,85718,-110.889469,32.315438,0.73,4908.59,1968,4,4.0,4181.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",21.0
21700136,550678.25,85718,-110.904848,32.285657,2.06,7511.42,1966,5,5.0,4022.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Other",0.0
21721498,635000.0,85718,-110.898517,32.315889,0.81,6699.58,1998,4,3.0,3757.0,3.0,"Dishwasher, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: GRANITE, Oven: DOUBLE",1.0,"Carpet, Ceramic Tile",105.0
21725408,649900.0,85658,-111.047787,32.431993,0.85,7694.34,2011,4,4.0,3541.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave",1.0,"Carpet, Ceramic Tile, Wood",190.0
21804451,630000.0,85719,-110.961392,32.234887,0.19,2406.48,1921,5,3.0,3096.0,0.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: White",1.0,"Carpet, Ceramic Tile, Vinyl, Wood",0.0
21812827,649900.0,85750,-110.851919,32.278543,0.89,6119.84,1996,3,3.0,3507.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: stainless",2.0,"Carpet, Ceramic Tile, Concrete",100.0
21807859,620000.0,85658,-111.091368,32.459276,0.89,8471.08,2006,3,3.0,3052.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Built in",1.0,"Carpet, Natural Stone",88.0
21805916,625000.0,85718,-110.897185,32.329955,0.83,4838.0,1966,5,3.0,3257.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -",2.0,"Carpet, Ceramic Tile, Wood, Other: Itailian Porclaine",0.0
21825461,649900.0,85745,-111.067392,32.300365,1.08,5634.01,1989,3,3.0,3285.0,6.0,"Dishwasher, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Glass Top",2.0,"Carpet, Ceramic Tile, Other: Red Brick",0.0
21903221,637000.0,85750,-110.854665,32.321606,0.16,6030.13,1999,3,3.0,2218.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",1.0,"Carpet, Natural Stone",115.0
21910462,665000.0,85749,-110.780341,32.247104,0.85,4409.07,1982,5,4.0,3541.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: stainless steel",2.0,Ceramic Tile,50.0
